run,max_steps,init_cars,av_travel_time,free_flow_travel_time,av_waiting_agents,travel_time_index,sim_type
11,500,1000,347.77619387027795,29.265536778524805,61.714718880140076,11.88347223911088,dynamic
12,500,1000,392.5147375988497,29.190631254769922,81.08640991817204,13.446599841334727,static
12,500,1000,347.823867721064,29.006826569706945,61.088703093087254,11.991103779836127,dynamic
13,500,1000,392.5853658536585,28.985255138387714,81.23496589533961,13.544312926668818,static
13,500,1000,349.1657101865136,28.870686839788817,61.80056101104386,12.094125509522087,dynamic
14,500,1000,394.3105679367362,29.09332026113788,80.56205299410536,13.553302421224375,static
14,500,1000,349.9920920201294,28.97884366539693,62.08679849935847,12.077503714823795,dynamic
15,500,1000,392.1997116077866,28.85698695909041,82.51620645726825,13.591152540069242,static
15,500,1000,348.55299206921416,28.698932214228684,62.17131337571568,12.145155417887102,dynamic
16,500,1000,387.576867816092,28.886945673116976,78.76829593125358,13.417024845821002,static
16,500,1000,367.7780172413793,28.87754592557641,72.3742488958905,12.735778109027052,dynamic
17,500,1000,392.7507204610951,29.30255031276432,79.44898678367237,13.403294807756414,static
17,500,1000,357.73991354466864,29.148117404752192,64.72377229357795,12.27317389240185,dynamic
18,500,1000,395.79083094555875,29.232600123253004,80.99081726895609,13.539364588739677,static
18,500,1000,357.3581661891117,29.171772462851447,65.23517811878779,12.25013552550454,dynamic
19,500,1000,399.6909221902017,29.47694326635705,83.46503420229284,13.559442666037269,static
19,500,1000,364.53386167146965,29.40275737471292,63.86667755888671,12.397948159276304,dynamic
20,500,1000,388.3747260774288,29.4635293957215,78.29260329624117,13.181541181343533,static
20,500,1000,355.3542731921109,29.35927611666928,63.63363921399372,12.103645600115867,dynamic
21,500,1000,401.17902995720397,29.41226001750195,82.76357167039869,13.63985731523113,static
21,500,1000,363.8473609129815,29.29761794585079,62.27956200504814,12.419008316152565,dynamic
22,500,1000,394.61549497847915,29.218256150710612,82.64125381176542,13.505785319391208,static
22,500,1000,348.8809182209469,28.954348584787287,62.87663174258009,12.049344408468235,dynamic
23,500,1000,392.6808972503618,29.825407980144096,81.80650770711566,13.165985776683572,static
23,500,1000,356.57597684515196,29.541544316270727,61.616578962369786,12.070322831726813,dynamic
24,500,1000,400.1206647398843,29.31076799559866,83.20659423190544,13.65097853457702,static
24,500,1000,362.6734104046244,29.066091937139234,62.567140007055464,12.477542945538476,dynamic
25,500,1000,392.4014234875445,29.20018515075878,81.33599591309702,13.438319704536113,static
25,500,1000,351.46903914590746,29.187617771568842,62.77506685476501,12.041717206817319,dynamic
26,500,1000,397.4335260115607,29.90848120209707,82.70895017117466,13.28832190862618,static
26,500,1000,353.44725433526014,29.720894293701328,64.31944834063928,11.892214643425627,dynamic
27,500,1000,397.1966618287373,28.789511598218013,82.21307445062341,13.796575203218195,static
27,500,1000,358.5899854862118,28.48890678197416,63.73770044060649,12.587004065494824,dynamic
28,500,1000,390.5245310245311,29.007924091873328,79.90968329982324,13.46268453363534,static
28,500,1000,353.54545454545456,28.688356758464913,63.0871179314344,12.323656510620319,dynamic
29,500,1000,395.2425106990014,29.53678103435404,81.6664325042123,13.381367124579265,static
29,500,1000,356.0064194008558,29.29928066085781,63.21507690330826,12.150688050046925,dynamic
30,500,1000,394.2341184867951,29.25390495966905,81.36950610680233,13.476290397138664,static
30,500,1000,360.2940756602427,29.069252996968807,63.64051463112683,12.394335544081994,dynamic
31,500,1000,393.86327845382965,29.37249257994821,83.67380300822664,13.409256207377824,static
31,500,1000,351.3901216893343,29.23742701926043,62.82920270875968,12.018503593283114,dynamic
32,500,1000,399.66453447050463,29.564147500248215,83.74412127108641,13.518554339074015,static
32,500,1000,360.97370291400136,29.29878381039238,62.61517050189108,12.320432999883185,dynamic
33,500,1000,380.86940836940835,29.689468869834986,79.13804672289264,12.828434555000687,static
33,500,1000,360.55844155844164,29.60184626589486,64.79377881691171,12.180268700802332,dynamic
34,500,1000,388.06548933039,29.252233858956995,77.09724359858883,13.266183061488304,static
34,500,1000,360.01250919793966,29.32781965734116,68.06063294095769,12.275461094763775,dynamic
35,500,1000,387.78807471264366,29.863907857995034,80.7273469434506,12.985175167181838,static
35,500,1000,355.0933908045977,29.795922340653032,64.52179026689403,11.917516321356313,dynamic
36,500,1000,389.06546762589926,29.201590869624127,79.21964596245735,13.323433965051887,static
36,500,1000,351.44892086330935,29.043429682217933,61.85299261439528,12.100806437419019,dynamic
37,500,1000,391.25989920806336,29.276355347294864,79.68006233295543,13.364365016296873,static
37,500,1000,349.99064074874013,29.222632588474845,61.98214767507306,11.976697845038553,dynamic
38,500,1000,392.384229390681,29.61968491946232,80.71083031513156,13.247414024072066,static
38,500,1000,349.31612903225806,29.445292762707034,62.33144419866683,11.863224857274062,dynamic
39,500,1000,391.04706734250544,29.62770332594072,80.01577180695794,13.198696606365766,static
39,500,1000,361.55829109341056,29.349954790255584,64.67312263494328,12.318870460865266,dynamic
40,500,1000,402.42557803468213,29.18855535430634,85.39318715825833,13.787101593409627,static
40,500,1000,360.09248554913285,28.851315612270387,62.353333404050595,12.480972805135671,dynamic
41,500,1000,398.876251788269,29.22127447682614,82.7237836089801,13.650200373861065,static
41,500,1000,351.20314735336194,28.960974851940346,61.417727007150155,12.126772290948342,dynamic
42,500,1000,395.88226848528353,29.706653331004496,81.58102748766902,13.326383960999932,static
42,500,1000,347.07824838478103,29.49676828405052,60.7421792905548,11.766653385294855,dynamic
43,500,1000,392.328509406657,29.282208705743127,83.09886708539291,13.398187047608525,static
43,500,1000,364.5426917510854,29.174172676454273,70.135450029119,12.495390899132452,dynamic
44,500,1000,395.81889763779526,29.34350536573414,81.03157203011773,13.48914837216458,static
44,500,1000,359.85612025769507,29.09956243367761,62.31181478813027,12.366375648357694,dynamic
45,500,1000,397.41516245487367,29.433661159317946,82.11115534332257,13.502063515094257,static
45,500,1000,359.00649819494583,29.13011189193951,63.37247660083253,12.324240275035994,dynamic
46,500,1000,392.41887062187277,29.004418504812797,80.19005746404238,13.529623790139336,static
46,500,1000,354.3831308077198,28.91812028986857,63.545846774472345,12.254708371618381,dynamic
47,500,1000,386.54755043227664,29.221138345040394,77.64438964914739,13.228353593482925,static
47,500,1000,352.16138328530263,29.200414962468628,62.15369522968786,12.060149958072053,dynamic
48,500,1000,393.45845272206304,30.120512197836003,81.01864920726146,13.062807502666931,static
48,500,1000,354.5179083094557,29.91238642606263,64.47314474308439,11.851876452109638,dynamic
49,500,1000,395.348506401138,29.57795757332005,80.9905488439463,13.366322046446873,static
49,500,1000,349.9082503556188,29.30496774896804,62.76236593541213,11.940236664070056,dynamic
0,1000,500,429.45415472779365,29.68112955429956,65.79615810033329,14.4689289517145,static
0,1000,500,283.43767908309457,29.63671528103333,44.49609114268735,9.563734590536313,dynamic
1,1000,500,420.0491684743312,28.835379477716607,64.502137840779,14.567145502591233,static
1,1000,500,300.3036876355748,28.88595472955282,54.731205896639224,10.396183558660024,dynamic
2,1000,500,420.9712849964106,28.926029555981216,68.67141287309377,14.553372566452474,static
2,1000,500,295.92821249102656,28.79749401362957,51.001103504142534,10.276179321400905,dynamic
3,1000,500,483.2282453637661,28.50313641949561,74.30544780929279,16.953511299663393,static
3,1000,500,263.2261055634808,28.47618140086039,42.86008225427229,9.243729061071637,dynamic
4,1000,500,466.96153846153845,29.22401467519773,72.0945285422953,15.978692306702348,static
4,1000,500,294.0078347578348,29.10306197082301,47.01210296321434,10.102299031373038,dynamic
5,1000,500,452.5424460431655,29.333026983274607,69.89654025931782,15.427744511372811,static
5,1000,500,269.33741007194243,29.25699136684248,42.72839766904164,9.20591617555002,dynamic
6,1000,500,444.9828080229226,29.730469581108128,68.49251313357843,14.967231069423866,static
6,1000,500,285.1755014326648,29.580442499709932,45.79766247359278,9.64067733048487,dynamic
7,1000,500,452.8562185478073,29.096864557830358,70.0248578114986,15.563746315268785,static
7,1000,500,287.5017972681524,29.10014913023393,48.02767382018633,9.879736216521627,dynamic
8,1000,500,472.5021707670043,29.381151421985326,71.06226928310147,16.081812587284798,static
8,1000,500,284.3813314037626,29.35101722273561,46.70755025971526,9.688977020649151,dynamic
9,1000,500,446.05603448275866,28.941607189232244,70.04998854664773,15.41227588247809,static
9,1000,500,288.91163793103453,28.96844556837513,46.38800273445521,9.973322084165932,dynamic
10,1000,500,467.1478571428572,29.38829651029839,72.37123823529201,15.895710626818975,static
10,1000,500,285.0157142857143,29.30963392173077,45.74923816950022,9.724301403655463,dynamic
